,ASSETID,PERIOD,PRICE,UNITPRICE,ADTYPOLOGYID,ADOPERATIONID,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,AMENITYID,HASPARKINGSPACE,ISPARKINGSPACEINCLUDEDINPRICE,PARKINGSPACEPRICE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,CONSTRUCTIONYEAR,FLOORCLEAN,FLATLOCATIONID,CADCONSTRUCTIONYEAR,CADMAXBUILDINGFLOOR,CADDWELLINGCOUNT,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_CASTELLANA,LONGITUDE,LATITUDE,CITYNAME,ADTYPOLOGY,ADOPERATION
15477,A1939157683777299681,201803,127000,1209.52380952381,HOME,SALE,105,3,2,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1999,10,48,5.0,0,0,1,4.385311828344559,1.3669865931581566,2.003669689990158,-3.67267881287799,40.3851167135628,Madrid,HOME,SALE
8983,A17835985663475884501,201803,291000,2910.0,HOME,SALE,100,3,2,1,1,0,3,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,,3.0,1.0,2016,9,102,4.0,0,0,1,9.333558541889769,0.0985683612028767,7.390903421395133,-3.61239617915206,40.3698478605987,Madrid,HOME,SALE
94528,A3825132123082147094,201812,198000,1960.39603960396,HOME,SALE,101,4,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,2.0,1.0,1976,11,163,5.0,0,0,1,8.738427307466871,1.0428793973385506,7.237677244326647,-3.6102238388469,40.3836523238942,Madrid,HOME,SALE
71575,A4827218792989485200,201806,626000,6019.23076923077,HOME,SALE,104,3,2,0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1971.0,4.0,2.0,1971,7,16,4.0,0,0,1,3.0687490960949173,0.1229078497988086,1.0357248227232685,-3.67641432787712,40.4346357522069,Madrid,HOME,SALE
33341,A9324548227923739927,201812,247000,2744.44444444444,HOME,SALE,90,4,2,1,1,0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,1.0,1.0,1997,6,151,4.0,0,1,0,7.404770536293184,0.3837241403226828,6.200855618058879,-3.62042834738521,40.3967062769,Madrid,HOME,SALE
41044,A9418308675208533558,201809,789000,4641.17647058824,HOME,SALE,170,3,2,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,5.0,1.0,1957,9,19,4.0,0,0,1,2.861076126207952,0.4514855009110324,1.7953015564195616,-3.67083867541886,40.4110104939433,Madrid,HOME,SALE
28598,A19115572538688120,201809,199000,1617.88617886179,HOME,SALE,123,2,2,1,1,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,,1.0,1.0,2000,7,218,4.0,0,0,1,5.618534780000564,1.3172410785943407,2.985340182105366,-3.70892125971325,40.3662693781831,Madrid,HOME,SALE
344,A18391684958974379345,201803,435000,5000.0,HOME,SALE,87,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,5.0,,1910,4,7,3.0,0,1,0,0.6381909981083552,0.1537523603826704,1.3849602678582775,-3.7093716975171,40.4204381946644,Madrid,HOME,SALE
18532,A8223315270707879719,201812,472000,3966.38655462185,HOME,SALE,119,3,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1890.0,1.0,1.0,1890,5,19,4.0,0,0,1,1.563823365201215,0.1135737348972868,1.3251523577856517,-3.70516354520944,40.4305990951279,Madrid,HOME,SALE
78938,A14087220867699468540,201812,236000,3025.64102564103,HOME,SALE,78,3,1,0,1,1,3,0,0,15001,1,1,1,0,0,1,0,1,0,0,0,0,,3.0,1.0,1976,12,36,5.0,0,0,1,5.846331484550909,0.3259300705059629,2.6077830177780528,-3.71967107289856,40.4676987953676,Madrid,HOME,SALE
87961,A14806499112446389677,201803,755000,3665.04854368932,HOME,SALE,206,4,2,0,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,1.0,1.0,1973,4,25,5.0,0,0,1,6.443440929276255,0.925181326266962,1.8805602360883624,-3.66614519120959,40.4668845435104,Madrid,HOME,SALE
88697,A9258647791684304611,201806,233000,2678.16091954023,HOME,SALE,87,3,2,1,1,0,3,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,,2.0,1.0,1965,8,127,4.0,0,0,1,6.80479310824907,0.989062512977202,4.018731413028554,-3.70396800630657,40.3554616538229,Madrid,HOME,SALE
72948,A8822558953866409276,201812,395000,4072.16494845361,HOME,SALE,97,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,,1.0,1969,8,113,4.0,1,0,0,6.196691429988836,0.2556886351467927,6.358910911743665,-3.77000070746318,40.3929961580929,Madrid,HOME,SALE
39735,A17825554749293559048,201812,442000,3453.125,HOME,SALE,128,4,2,1,1,0,3,0,0,20001,0,0,0,1,0,1,0,1,0,0,0,0,,2.0,1.0,1964,8,34,4.0,0,0,1,1.4471379478536457,0.5993574446042412,2.2248142040888697,-3.72024431655698,40.4131186972593,Madrid,HOME,SALE
94256,A9318157928226014390,201812,193000,2838.23529411765,HOME,SALE,68,1,1,1,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1966.0,2.0,1.0,1966,8,32,5.0,0,0,1,4.848984854059861,0.2263337168231979,2.9265824394347018,-3.65466790495282,40.4389321255489,Madrid,HOME,SALE
77918,A10793034678975859161,201812,262000,2183.33333333333,HOME,SALE,120,3,2,1,1,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,7.0,1.0,1982,14,295,5.0,0,0,1,5.601499092523821,1.4833366605905625,3.2663741378102595,-3.65983643982109,40.379019466653,Madrid,HOME,SALE
6770,A11643101679703924481,201803,299000,1661.11111111111,HOME,SALE,180,3,2,1,1,1,3,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,,8.0,1.0,2001,8,175,4.0,0,0,1,4.3031951857876605,0.5504119801457726,1.3525245087951856,-3.69198485651476,40.3789937261196,Madrid,HOME,SALE
5228,A10251715731266679969,201803,450000,3947.36842105263,HOME,SALE,114,2,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,,,1.0,1998,5,3,4.0,0,0,1,7.941124654692219,0.286344159690176,3.0925368725513938,-3.72057094230784,40.48677413257,Madrid,HOME,SALE
40129,A16576017889223273676,201809,170000,5666.66666666667,HOME,SALE,30,1,1,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1969.0,,1.0,1969,6,29,3.0,0,0,1,1.2156024327416437,0.8061897324947765,2.0044506868844265,-3.71773168747587,40.4140262176251,Madrid,HOME,SALE
13506,A5151016963392928489,201803,99000,1867.92452830189,HOME,SALE,53,1,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,0.0,1.0,1965,5,12,7.0,0,0,1,8.264374921841505,0.5658423239875737,1.3354797345683591,-3.6959736523472,40.4905915110406,Madrid,HOME,SALE
77057,A8495477326751999408,201812,179000,2355.26315789474,HOME,SALE,76,3,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,5.0,1.0,1963,2,2,5.0,0,0,1,2.760647649420048,0.5420111753717116,1.0539844309693516,-3.7074230541654,40.3919454762857,Madrid,HOME,SALE
77564,A8359544404655492192,201812,150000,1807.22891566265,HOME,SALE,83,1,1,1,0,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1960.0,,1.0,1960,4,11,6.0,0,0,1,4.756848667960163,1.137104360530927,2.504050362162716,-3.6667465958332,40.3844934054959,Madrid,HOME,SALE
65289,A1202291808247731787,201812,56000,1056.60377358491,HOME,SALE,53,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1966.0,3.0,,1966,4,4,6.0,0,1,0,7.337796129560033,0.6450392530730138,4.388940894760174,-3.68524607996867,40.3522046739389,Madrid,HOME,SALE
88593,A4944958975548502395,201806,218000,2018.51851851852,HOME,SALE,108,3,2,1,1,0,3,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,4.0,1.0,1993,8,64,4.0,1,0,0,9.101265090997892,1.4183206448502157,6.148967685508116,-3.67740782281069,40.3373406858739,Madrid,HOME,SALE
9259,A14716026885807558514,201803,116000,1657.14285714286,HOME,SALE,70,2,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1960,3,7,7.0,0,1,0,6.255109209332438,0.1614483184150758,4.817264629869339,-3.63192860909509,40.4294189938679,Madrid,HOME,SALE
52583,A16442377102246168701,201812,728000,5275.36231884058,HOME,SALE,138,3,2,0,1,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,1.0,1.0,1955,6,25,5.0,0,0,1,2.1681262917760185,0.3194999956185281,2.175777562575028,-3.71613643409347,40.4336487629077,Madrid,HOME,SALE
89277,A3738280753010544127,201803,178000,3560.0,HOME,SALE,50,1,1,0,1,1,3,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,,2.0,1.0,2006,7,212,4.0,0,0,1,9.130626281836136,0.7863589357133184,6.986838573720738,-3.61993844166109,40.3651229212189,Madrid,HOME,SALE
55746,A9103443411253420568,201812,1835000,6116.66666666667,HOME,SALE,300,4,2,0,1,1,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,,1.0,1.0,1940,7,28,3.0,0,1,0,2.821708785475006,0.2769810721444875,0.7005877321616223,-3.68038744384444,40.4346214460022,Madrid,HOME,SALE
18203,A8032639764674999807,201812,3006000,6249.48024948025,HOME,SALE,481,6,4,0,1,1,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,,3.0,1.0,1950,7,20,0.0,0,0,1,2.4648775188236405,0.1204083529349898,0.5322277106152178,-3.68252726902214,40.4316989177308,Madrid,HOME,SALE
32289,A17175755836741930714,201812,1073000,7400.0,HOME,SALE,145,2,2,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,4.0,1.0,1980,6,18,3.0,0,0,1,0.7837905184228694,0.3200960925519048,1.4949291808638554,-3.71147055476861,40.4126685138812,Madrid,HOME,SALE
25069,A10763602974962477607,201812,965000,4948.71794871795,HOME,SALE,195,4,3,0,1,1,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,,10.0,1.0,1970,9,31,2.0,0,0,1,5.076729671010371,0.3227036101451428,0.1313349712085734,-3.69110526847221,40.4611614426253,Madrid,HOME,SALE
23970,A7670518794717054636,201812,352000,4240.96385542169,HOME,SALE,83,3,2,0,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,0.0,2.0,1973,11,35,4.0,0,1,0,4.562666614459855,0.096794027325662,1.9292262887880385,-3.66832333430144,40.4474305673032,Madrid,HOME,SALE
51858,A4391799288197394995,201812,383000,4255.55555555556,HOME,SALE,90,3,2,1,1,0,3,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1979.0,2.0,1.0,1979,10,27,5.0,0,1,0,3.755295827591981,0.5656466794502623,1.838574352811128,-3.66698965001564,40.4353842073444,Madrid,HOME,SALE
42127,A10716432378568865116,201806,324000,4835.82089552239,HOME,SALE,67,1,1,1,1,1,3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1969.0,7.0,1.0,1969,7,63,3.0,0,0,1,3.892650221331971,0.2585311010578137,1.624079211348984,-3.67173259076114,40.4416360314489,Madrid,HOME,SALE
41227,A8868015132910576539,201812,473000,3724.4094488189,HOME,SALE,127,1,1,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,2.0,1.0,1936,5,10,4.0,0,0,1,0.3508767980337078,0.2937946865356817,0.4919740989804745,-3.69992538529829,40.4154597140612,Madrid,HOME,SALE
19166,A2260072984977635269,201812,289000,5780.0,HOME,SALE,50,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,1900,5,26,4.0,0,0,1,0.9450060946141892,0.3061924030057694,1.2154263914564527,-3.70746751790463,40.4085759414241,Madrid,HOME,SALE
4818,A7668345005947127964,201803,648000,4235.29411764706,HOME,SALE,153,4,2,1,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1977.0,2.0,1.0,1977,4,13,4.0,0,0,1,3.200043297901455,0.1954506698931782,0.9907510606015704,-3.70313598643584,40.4453321670855,Madrid,HOME,SALE
11484,A3829750425552694442,201803,856000,5283.95061728395,HOME,SALE,162,3,3,1,1,0,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,,2.0,1.0,1957,8,17,4.0,0,1,0,4.094210229731745,0.3667579845070887,0.3721543064397125,-3.68638911087659,40.4509012809168,Madrid,HOME,SALE
40730,A8787437405804555742,201809,339000,3198.11320754717,HOME,SALE,106,1,1,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,7.0,1.0,1980,6,26,5.0,0,0,1,2.434568021519716,0.2584184669205051,1.1584694701630776,-3.67868458381919,40.4059646752499,Madrid,HOME,SALE
22805,A7943918150672074598,201809,683000,6324.07407407407,HOME,SALE,108,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,,1956,7,27,4.0,0,0,1,3.056963148015766,0.130914272107178,1.5981290071486431,-3.6707681160392,40.4276416069867,Madrid,HOME,SALE
62504,A8879697187613862874,201812,213000,2802.63157894737,HOME,SALE,76,2,2,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,1.0,1.0,1959,4,17,6.0,0,0,1,5.792854300325976,0.2570360900664717,4.03005258808299,-3.64129699817187,40.437682745538,Madrid,HOME,SALE
89379,A16739212099308845823,201812,242000,2396.0396039604,HOME,SALE,101,3,2,0,1,1,3,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,2008.0,1.0,1.0,2008,8,56,4.0,0,0,1,10.28023698352938,0.3840028013177978,8.28315261679305,-3.60381911070478,40.3643343167028,Madrid,HOME,SALE
28999,A7395210543179428638,201812,951000,4226.66666666667,HOME,SALE,225,5,2,1,1,0,3,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1950.0,6.0,1.0,1950,7,22,4.0,0,1,0,3.1145201780530103,0.1328013781845206,1.04671912804065,-3.67636115803873,40.435212640758,Madrid,HOME,SALE
65797,A1136120986694988218,201809,252000,2800.0,HOME,SALE,90,3,2,1,1,0,3,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2018.0,2.0,1.0,2018,7,94,3.0,0,0,1,12.472275653055627,2.379310571983324,11.381574557416313,-3.55781159417019,40.40251184678,Madrid,HOME,SALE
81010,A6881118263651216040,201812,141000,1880.0,HOME,SALE,75,3,1,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,4.0,1.0,1970,4,6,7.0,0,1,0,5.1562735829208215,0.3740105718485115,3.676481242401347,-3.64541774845235,40.4296597907521,Madrid,HOME,SALE
62152,A14390123922763241900,201809,198000,3355.93220338983,HOME,SALE,59,2,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1965.0,2.0,1.0,1965,5,16,6.0,0,0,1,4.114317058406376,0.5364454279716176,2.803788981031265,-3.65675631402201,40.4257490741738,Madrid,HOME,SALE
75772,A7880616720575884830,201806,505000,5611.11111111111,HOME,SALE,90,2,2,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2002.0,3.0,1.0,2002,7,30,5.0,0,0,1,1.8690736549743463,0.3201297282912311,1.9692292697320648,-3.71261718241771,40.4319768151032,Madrid,HOME,SALE
93485,A16871361500947788378,201806,1254000,5181.81818181818,HOME,SALE,242,4,3,0,1,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,2.0,1.0,1960,7,13,3.0,0,0,1,1.6174010501972187,0.4110185797776105,2.262665431669099,-3.71812027945906,40.4261859989708,Madrid,HOME,SALE
75024,A17895418865018928061,201809,213000,4953.48837209302,HOME,SALE,43,0,1,1,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,,3.0,2.0,1953,8,28,5.0,0,0,1,5.302917891958358,0.2005437319070702,1.0516558144060617,-3.67724388666411,40.4597299797562,Madrid,HOME,SALE
11244,A16046990512662821206,201803,337000,3336.63366336634,HOME,SALE,101,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,1.0,1977,7,29,5.0,0,0,1,3.5578911434605134,0.2793913434371421,1.8526626150329488,-3.66678811079764,40.4316916685458,Madrid,HOME,SALE
4358,A14608857301648596577,201803,486000,4226.08695652174,HOME,SALE,115,3,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,5.0,1.0,1950,6,65,5.0,0,1,0,2.163647542055683,0.3231977971924634,2.175102869783192,-3.71611247356253,40.4336128752821,Madrid,HOME,SALE
19008,A8977651559911452628,201803,820000,4555.55555555556,HOME,SALE,180,3,3,0,1,1,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,,1.0,1.0,1936,6,12,5.0,0,0,1,1.057225474543723,0.5438780102153399,1.7700679866133078,-3.7145492005262,40.4117846597465,Madrid,HOME,SALE
18777,A14962885748017594615,201809,318000,4416.66666666667,HOME,SALE,72,0,1,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1872.0,1.0,1.0,1872,5,7,6.0,0,0,1,0.6593022858386738,0.1714441736026217,1.3273820370688074,-3.70940610895052,40.4124920092086,Madrid,HOME,SALE
94059,A7117510010033900423,201812,292000,2246.15384615385,HOME,SALE,130,2,2,1,1,1,3,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2006.0,9.0,1.0,2006,9,125,4.0,0,0,1,7.344554920215047,0.5007985391302667,5.572537949528725,-3.63053687386876,40.3813631420109,Madrid,HOME,SALE
6769,A16367716025466767110,201803,234000,2166.66666666667,HOME,SALE,108,3,2,1,1,1,3,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,,3.0,1.0,1999,10,211,4.0,0,0,1,5.70714581633097,0.5165854093333497,2.7635266857667724,-3.69040676975282,40.3663453526009,Madrid,HOME,SALE
21913,A16938887095317954541,201809,240000,4000.0,HOME,SALE,60,1,1,0,1,1,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,,1.0,1.0,1988,7,29,4.0,0,0,1,1.9534179881377425,0.2655047240214956,0.1833167870789545,-3.69173348688907,40.4016350654956,Madrid,HOME,SALE
37368,A12268500008742930098,201812,139000,3756.75675675676,HOME,SALE,37,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1.0,,1975,7,25,5.0,0,0,1,1.0490161746251507,0.2633302036681392,0.923359327001976,-3.70422365250092,40.4071723137078,Madrid,HOME,SALE
49932,A14348907965417480743,201806,245000,2450.0,HOME,SALE,100,3,1,0,1,1,3,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,,8.0,1.0,1974,9,34,6.0,0,0,1,5.394599890572287,0.3171950593383517,4.99626052806243,-3.75369180149036,40.3865179828812,Madrid,HOME,SALE
75788,A4151408813686050814,201803,658000,6580.0,HOME,SALE,100,3,2,0,1,1,3,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1956.0,5.0,1.0,1956,7,26,4.0,0,0,1,2.0759534219001905,0.4095475386998077,1.533463140340739,-3.70866262461997,40.434865990858,Madrid,HOME,SALE
47355,A15701359324281254009,201812,264000,3940.29850746269,HOME,SALE,67,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,2.0,1925,7,33,5.0,0,1,0,2.4178178500226064,0.3192903462458712,0.952207787017772,-3.67871870631271,40.4269555628955,Madrid,HOME,SALE
46373,A2717117129881395093,201806,357000,5328.35820895522,HOME,SALE,67,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,2.0,1970,6,14,5.0,0,0,1,1.5018258160556934,0.1272705963672899,1.1244239243805834,-3.70288261887143,40.4300634351113,Madrid,HOME,SALE
6431,A4548440266444990148,201803,119000,1400.0,HOME,SALE,85,3,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1985,7,29,6.0,0,0,1,5.493356179243583,0.2037868016160241,4.144478372048599,-3.73947937516312,40.3754024410236,Madrid,HOME,SALE
58507,A8393461758119344230,201809,198000,2106.3829787234,HOME,SALE,94,2,2,0,1,0,2,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,,0.0,1.0,2000,5,113,4.0,0,0,1,6.956847552588823,0.6286596791551162,5.886726313655341,-3.75901254944303,40.3703659302765,Madrid,HOME,SALE
41400,A4509731527763238209,201812,187000,3596.15384615385,HOME,SALE,52,3,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1800.0,1.0,2.0,1800,6,28,4.0,0,1,0,1.219349726686116,0.2738968368840626,1.3793914524483843,-3.70668541291987,40.4273195269966,Madrid,HOME,SALE
72651,A7619581895179680514,201812,154000,3208.33333333333,HOME,SALE,48,2,1,0,0,1,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1960.0,3.0,1.0,1960,4,13,6.0,0,0,1,2.960354594685336,0.4092549627338678,3.6289548132153215,-3.73628784339363,40.4068464467576,Madrid,HOME,SALE
17329,A14889907493397589886,201803,171000,1943.18181818182,HOME,SALE,88,3,1,0,1,1,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,6.0,1.0,1972,11,42,5.0,0,0,1,7.072326722605229,0.3284421528812529,4.171444794511353,-3.69458518543859,40.3534462816488,Madrid,HOME,SALE
31537,A10483490707484508021,201812,794000,4962.5,HOME,SALE,160,4,3,0,1,1,3,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1985.0,4.0,1.0,1985,4,8,7.0,0,0,1,6.328245883535814,0.8317165883230957,2.469850848815625,-3.66007646021609,40.4626851384077,Madrid,HOME,SALE
15547,A16288884450775640942,201803,119000,1383.72093023256,HOME,SALE,86,2,1,0,0,1,3,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,,1.0,1.0,1970,4,5,5.0,0,0,1,5.047655222354046,1.2530275046176864,2.742372747908341,-3.6647112009025,40.3823789743757,Madrid,HOME,SALE
87494,A14192037697961929117,201812,208000,2337.07865168539,HOME,SALE,89,3,1,0,0,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1957.0,3.0,1.0,1957,5,8,6.0,0,1,0,5.361371290121795,0.2828190319359662,3.612759646886168,-3.64607089214093,40.4363138192047,Madrid,HOME,SALE
44045,A4356231000086885056,201812,709000,4726.66666666667,HOME,SALE,150,4,2,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1.0,1.0,1951,10,59,5.0,0,1,0,2.51461886372684,0.3818824373230838,1.570798492728856,-3.67415884219926,40.4177479738277,Madrid,HOME,SALE
61356,A15195601715488546589,201809,112000,1120.0,HOME,SALE,100,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984.0,3.0,,1984,4,2,5.0,0,0,1,5.89175053826714,2.018214955276048,3.366415892424543,-3.66175896797836,40.3744408586431,Madrid,HOME,SALE
66785,A4181460417288784693,201806,157000,4361.11111111111,HOME,SALE,36,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,-1.0,1.0,1905,5,18,3.0,0,0,1,1.0528403323744635,0.2050783820304905,1.23808694492004,-3.70550408820243,40.4259573699708,Madrid,HOME,SALE
29791,A10725365420084700794,201812,139000,1390.0,HOME,SALE,100,3,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1983.0,1.0,,1983,4,9,6.0,0,0,1,4.270878076681001,0.931446395480183,1.6866731510126975,-3.70598406779735,40.3782604532892,Madrid,HOME,SALE
13215,A2109133838801392257,201803,264000,2933.33333333333,HOME,SALE,90,3,1,1,1,0,3,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,,6.0,1.0,1983,9,37,5.0,0,0,1,7.74474567562642,0.4197189916405803,3.610745831642326,-3.72771206269548,40.483738423599,Madrid,HOME,SALE
45201,A1584207713245859864,201812,2937000,7790.45092838196,HOME,SALE,377,5,5,1,1,1,3,0,0,28001,0,1,0,0,1,1,0,1,0,0,0,0,,3.0,1.0,1986,6,13,3.0,0,0,1,2.569034176247621,0.3661145639683311,0.1541382732618163,-3.68745226139867,40.4360301026561,Madrid,HOME,SALE
47183,A6185230489433528409,201812,325000,6250.0,HOME,SALE,52,1,1,0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,,1.0,2.0,1955,5,16,5.0,0,0,1,1.9603950734483293,0.1730545294288698,0.7546837071665937,-3.68216664776289,40.4228451668665,Madrid,HOME,SALE
63294,A193759696055472962,201812,434000,6027.77777777778,HOME,SALE,72,2,2,0,1,0,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1960.0,6.0,1.0,1960,13,111,4.0,0,0,1,6.044703652592211,0.3099150594621399,0.0372634775234733,-3.68849071924971,40.469627461465,Madrid,HOME,SALE
18399,A17098662830032197617,201803,178000,4564.10256410257,HOME,SALE,39,0,1,0,1,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,,1.0,1.0,2006,4,18,4.0,0,0,1,6.325916918026578,0.4838177755674885,0.410032259763685,-3.69215572937846,40.4727226730213,Madrid,HOME,SALE
86709,A10641668488796714332,201812,100000,2000.0,HOME,SALE,50,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1965,4,9,6.0,0,0,1,8.651927153526243,0.1568543694327949,6.75622457117525,-3.61861600093315,40.3737787774083,Madrid,HOME,SALE
30966,A13782723966597741561,201809,165000,2012.19512195122,HOME,SALE,82,3,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,2.0,1.0,1965,7,13,7.0,0,1,0,5.938172485688869,0.3370790007941968,4.284143501986398,-3.63802936537492,40.4350161346204,Madrid,HOME,SALE
57845,A10637263969508238561,201809,128000,1969.23076923077,HOME,SALE,65,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1968.0,1.0,1.0,1968,10,30,6.0,0,1,0,6.945067710313048,0.93428346094629,6.660143970015284,-3.77292775977429,40.3831207134223,Madrid,HOME,SALE
58257,A14124261520571461562,201809,186000,2619.71830985916,HOME,SALE,71,2,1,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,5.0,1.0,1964,5,32,5.0,0,0,1,4.756368861431247,0.1439051695018809,4.171236540124798,-3.74393906227421,40.3867433019402,Madrid,HOME,SALE
92881,A8424402882131591716,201812,1512000,5213.79310344828,HOME,SALE,290,4,3,1,1,0,3,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1970.0,1.0,1.0,1970,7,9,4.0,0,0,1,4.320997891635587,0.4678322746347329,0.664564121214065,-3.68277938385827,40.4519586931687,Madrid,HOME,SALE
8520,A11347760367222574486,201803,119000,1676.05633802817,HOME,SALE,71,3,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1960,4,18,6.0,0,0,1,7.923995049187904,0.4983464722642974,5.217906016647467,-3.71081255246468,40.3456088343193,Madrid,HOME,SALE
