,ASSETID,PERIOD,PRICE,UNITPRICE,ADTYPOLOGYID,ADOPERATIONID,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,AMENITYID,HASPARKINGSPACE,ISPARKINGSPACEINCLUDEDINPRICE,PARKINGSPACEPRICE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,CONSTRUCTIONYEAR,FLOORCLEAN,FLATLOCATIONID,CADCONSTRUCTIONYEAR,CADMAXBUILDINGFLOOR,CADDWELLINGCOUNT,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_CASTELLANA,LONGITUDE,LATITUDE,CITYNAME,ADTYPOLOGY,ADOPERATION
14031,A176411410685879235,201803,142000,1844.15584415584,HOME,SALE,77,3,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,2.0,2005,5,21,6.0,0,0,1,3.2112929099941496,0.3911830855311491,3.874856569395688,-3.73924119175311,40.4064131858031,Madrid,HOME,SALE
75948,A16740413650704354627,201806,527000,4543.10344827586,HOME,SALE,116,2,2,1,1,0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,,2.0,1.0,1977,8,18,4.0,0,1,0,2.3295929378300926,0.1073957160057858,1.0551791500845134,-3.70384453068595,40.4375170482432,Madrid,HOME,SALE
48399,A12852890196040737638,201809,193000,5078.94736842105,HOME,SALE,38,0,1,0,1,0,3,0,0,27001,0,0,1,0,0,1,0,1,0,0,1,0,,6.0,2.0,1970,10,138,2.0,0,0,1,4.259973408709694,0.3132716012591421,0.2334938662467586,-3.69317825774433,40.4539958971745,Madrid,HOME,SALE
37418,A16584233706019289228,201806,169000,4023.80952380952,HOME,SALE,42,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1970,5,51,4.0,0,0,1,0.6755384880388781,0.243307898582901,1.1247158794388987,-3.7055623379846,40.4225065558408,Madrid,HOME,SALE
57032,A11944491556551076974,201812,440000,5365.85365853659,HOME,SALE,82,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,1915,7,26,4.0,0,0,1,1.1416007892499815,0.3412197005828011,1.8935074404341417,-3.71496708636713,40.4223136424058,Madrid,HOME,SALE
19152,A4814230242232361933,201812,160000,2318.84057971015,HOME,SALE,69,1,1,0,1,1,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,4.0,1.0,1870,4,24,5.0,0,0,1,0.7226069406969299,0.1574510545745142,0.5492732195796056,-3.6993493142123,40.4110487659208,Madrid,HOME,SALE
64662,A1492583900434147082,201809,181000,2549.29577464789,HOME,SALE,71,2,1,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1963,5,11,7.0,0,0,1,7.517171554293858,0.3349781665506007,2.711423792958289,-3.6544532580367,40.4727170798418,Madrid,HOME,SALE
34406,A11992016540355290556,201812,230000,5227.27272727273,HOME,SALE,44,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,2.0,1.0,1980,3,13,5.0,1,0,0,1.0809731755059018,0.1795237351010395,0.5083950520962223,-3.69924205275702,40.4075178649442,Madrid,HOME,SALE
24510,A15178416783838115203,201809,154000,2655.1724137931,HOME,SALE,58,2,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,1970,4,7,6.0,0,1,0,3.960182824887982,0.2185583273677009,1.1486688833155128,-3.70424498137474,40.452163241959,Madrid,HOME,SALE
59528,A11080412789545925157,201806,246000,3514.28571428571,HOME,SALE,70,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1967,4,15,5.0,0,0,1,10.294828214967938,0.1943677677900718,8.175696704423236,-3.59334464042071,40.4551370434175,Madrid,HOME,SALE
76742,A2087903444250033757,201812,155000,1422.01834862385,HOME,SALE,109,3,2,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1983.0,2.0,1.0,1983,5,11,6.0,0,0,1,5.2898968760183855,0.2920329348900281,2.4141097866283405,-3.69750425494997,40.3693118098736,Madrid,HOME,SALE
63109,A9166353219330923154,201812,337000,4814.28571428572,HOME,SALE,70,2,1,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1970,6,33,4.0,0,0,1,3.830835302890286,0.1042443115403255,1.3316394983283977,-3.67579680359342,40.4436123442195,Madrid,HOME,SALE
22371,A9639087837603573343,201809,361000,4512.5,HOME,SALE,80,1,1,1,1,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,1.0,2.0,1996,9,9,6.0,0,0,1,2.678007275036305,0.3910620916486976,1.720158230280273,-3.67223908390824,40.417903296821,Madrid,HOME,SALE
43241,A598480816919836858,201812,390000,3023.25581395349,HOME,SALE,129,5,2,1,1,0,3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,5.0,1.0,1968,7,35,4.0,0,1,0,2.4468475487501973,0.5439942977341766,0.0558264314759694,-3.69384349446171,40.39595571606,Madrid,HOME,SALE
21533,A16909406455688818705,201809,489000,4075.0,HOME,SALE,120,3,2,1,1,1,3,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,,8.0,1.0,1880,4,12,1.0,0,0,1,0.0541837425659836,0.3854510422661577,0.8834220891752198,-3.7043595029005,40.4168111693157,Madrid,HOME,SALE
65766,A6354186682013458480,201812,223000,1651.85185185185,HOME,SALE,135,3,2,0,1,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,,1.0,2018,11,3,3.0,1,0,0,12.703949201482214,3.020829458028791,11.571211968244848,-3.55634500067713,40.3961404622959,Madrid,HOME,SALE
34173,A710044754659390249,201812,797000,7116.07142857143,HOME,SALE,112,3,2,1,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,2.0,1.0,1965,6,13,3.0,0,0,1,0.4707938257705126,0.3008072199251688,1.2708780426031594,-3.70911835264018,40.4153946869796,Madrid,HOME,SALE
18068,A17340144871264051861,201803,290000,3020.83333333333,HOME,SALE,96,3,2,1,1,0,3,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,,1.0,1.0,1976,5,16,4.0,0,0,1,10.707472430199696,0.1671073805360532,8.507670003313622,-3.58895970811461,40.4567540638036,Madrid,HOME,SALE
23623,A7329467623146122099,201809,989000,6181.25,HOME,SALE,160,3,2,1,1,0,3,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,,6.0,1.0,1930,7,26,5.0,0,1,0,2.806784894100089,0.2096029283412153,0.9985349785731228,-3.67698315240386,40.4313981823818,Madrid,HOME,SALE
51652,A10231697777548859572,201812,390000,4698.79518072289,HOME,SALE,83,3,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,2.0,1.0,1940,4,8,6.0,0,0,1,3.4811006412494208,0.307915679833687,1.419277339952956,-3.67218916065614,40.4365703095905,Madrid,HOME,SALE
27603,A10575279106968720227,201809,253000,2342.59259259259,HOME,SALE,108,4,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,5.0,1.0,1974,6,32,5.0,0,0,1,5.492361171299012,0.275003758582223,5.043344427664123,-3.7541046577672,40.3855062749773,Madrid,HOME,SALE
66737,A4041294570112628645,201803,281000,5017.85714285714,HOME,SALE,56,3,1,0,0,1,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,,3.0,1.0,1905,6,23,3.0,0,1,0,1.0086498136729434,0.1003165828043854,1.3008098498919802,-3.70651218410721,40.4254106720715,Madrid,HOME,SALE
41919,A24833072569458058,201812,2518000,8682.75862068966,HOME,SALE,290,4,4,0,1,0,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,,5.0,1.0,1954,6,13,2.0,0,1,0,2.272459296046864,0.2812620870657825,0.2997709387703359,-3.68541325458895,40.4314566176487,Madrid,HOME,SALE
52860,A13306318155866803828,201809,235000,5000.0,HOME,SALE,47,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,2.0,1958,6,11,4.0,0,0,1,1.6910202254180808,0.2435710314118586,1.1053268604066255,-3.70222800793828,40.4317340821373,Madrid,HOME,SALE
66069,A6181830043531216916,201812,343000,2679.6875,HOME,SALE,128,3,2,1,1,1,3,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1997.0,1.0,1.0,1997,6,157,4.0,0,0,1,8.81948425988157,0.3258184044305831,7.516395248433442,-3.60040621473171,40.4256590513857,Madrid,HOME,SALE
8451,A12929838214215641914,201803,255000,4250.0,HOME,SALE,60,1,1,0,1,1,3,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,,4.0,1.0,2007,8,183,3.0,0,0,1,9.068033052878128,1.3428575297773788,2.131930306728934,-3.66246143842742,40.4917344047469,Madrid,HOME,SALE
63670,A10942942156680097701,201812,168000,3111.11111111111,HOME,SALE,54,1,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2006.0,3.0,1.0,2006,3,6,8.0,0,0,1,5.670392157905543,0.8080424056376426,1.376263384425999,-3.70508950755813,40.467518397312,Madrid,HOME,SALE
24472,A7103589005243635488,201809,247000,2714.28571428571,HOME,SALE,91,3,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,1.0,1.0,1974,3,3,6.0,0,0,1,3.967691149512694,0.3155235266590027,1.307809475971767,-3.70613214081568,40.4521877651532,Madrid,HOME,SALE
64885,A1894214840741288185,201809,392000,3698.11320754717,HOME,SALE,106,3,2,0,1,1,3,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2005.0,1.0,1.0,2005,7,359,4.0,0,0,1,8.984746272220121,1.0450613191956255,2.985299436978381,-3.64949613537249,40.4859251537147,Madrid,HOME,SALE
22155,A17919060621586809620,201812,535000,3794.32624113475,HOME,SALE,141,5,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,3.0,1.0,1958,6,25,3.0,0,1,0,2.2879610747874524,0.3100384117136002,1.0331117682427935,-3.67985087476891,40.4070929657672,Madrid,HOME,SALE
79702,A11536908189263303132,201809,213000,4018.8679245283,HOME,SALE,53,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1960.0,,1.0,1960,5,20,6.0,0,0,1,6.329607243589272,0.4131418331969981,2.122876341592386,-3.71275618088748,40.4730389101921,Madrid,HOME,SALE
64580,A16252529466628878805,201809,136000,2158.73015873016,HOME,SALE,63,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,1969,5,11,6.0,0,0,1,8.05927438917328,0.2603553830532405,4.688432238274352,-3.63281439072885,40.46479255708,Madrid,HOME,SALE
87708,A1786205861340308151,201803,146000,2246.15384615385,HOME,SALE,65,3,1,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,,0.0,1.0,1965,3,7,7.0,0,0,1,5.558723633964116,0.2995408172328011,3.7599704114023136,-3.64455465407039,40.4380430074065,Madrid,HOME,SALE
40133,A8083719267574198596,201809,285000,3958.33333333333,HOME,SALE,72,3,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1960,7,26,6.0,0,0,1,1.572094175403676,0.7739479811660119,2.27214610395406,-3.71997202559882,40.409687946797,Madrid,HOME,SALE
54331,A17446645927077290140,201806,194000,3233.33333333333,HOME,SALE,60,2,1,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,1.0,1967,5,6,7.0,0,0,1,4.9330343449672736,0.278445524718474,3.366672467852857,-3.64891201028433,40.4313699655512,Madrid,HOME,SALE
46252,A6285600360955424618,201809,610000,4692.30769230769,HOME,SALE,130,3,3,0,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,6.0,1.0,1957,8,82,4.0,0,0,1,2.383675756322929,0.29519106478122,1.6719171402230408,-3.7111990057702,40.4372468116732,Madrid,HOME,SALE
53077,A5840910662398769984,201812,503000,5467.39130434783,HOME,SALE,92,3,2,0,1,1,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1950.0,2.0,1.0,1950,6,62,4.0,0,0,1,2.9173959617538103,0.1742653337182023,0.9745284280407612,-3.70308593351893,40.4427919333412,Madrid,HOME,SALE
87031,A12691806028488564830,201812,167000,2036.58536585366,HOME,SALE,82,2,1,0,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,3.0,1.0,1996,7,160,5.0,0,0,1,5.454549734516047,0.9684392262500224,3.3586411798810496,-3.65677817318792,40.3831360221675,Madrid,HOME,SALE
67197,A2895296275651984520,201812,681000,6676.47058823529,HOME,SALE,102,3,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1936.0,5.0,2.0,1936,7,30,4.0,0,0,1,2.2958258421669595,0.3543191371922428,0.429087114681822,-3.69511698708907,40.436128413765,Madrid,HOME,SALE
36857,A9864712505772672467,201812,1843000,7776.37130801688,HOME,SALE,237,6,2,0,1,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1940.0,5.0,1.0,1940,7,17,2.0,0,0,1,1.2292298097769032,0.1621341982277964,0.8005769536913795,-3.6997286844289,40.427190670478,Madrid,HOME,SALE
67733,A2437120005463792326,201812,422000,4741.57303370787,HOME,SALE,89,4,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,4.0,1.0,1940,7,25,4.0,0,0,1,2.80822167609298,0.1458482132944304,0.966300298879503,-3.70304033115271,40.4418102293204,Madrid,HOME,SALE
19070,A14654859253657442248,201812,256000,3121.9512195122,HOME,SALE,82,4,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,4.0,2.0,1999,5,22,5.0,0,1,0,0.7088217802270836,0.2312323635246053,1.065880226881815,-3.70542352385575,40.4103451955676,Madrid,HOME,SALE
37091,A13419167008170762341,201812,387000,5025.97402597403,HOME,SALE,77,3,1,0,1,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1900.0,3.0,1.0,1900,6,28,3.0,0,1,0,0.9159256927475684,0.1248343006828129,1.2314275879042011,-3.70597373097793,40.4246481939034,Madrid,HOME,SALE
2399,A14191376615748369162,201803,605000,4653.84615384615,HOME,SALE,130,4,2,0,1,0,3,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,,5.0,1.0,1951,8,22,6.0,0,0,1,2.710407920002145,0.3060315962777946,1.7787382181674956,-3.67181938817431,40.4171850122601,Madrid,HOME,SALE
55267,A9797729617405335833,201806,95000,1187.5,HOME,SALE,80,3,1,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,3.0,1.0,1969,7,13,6.0,0,0,1,7.567865193834217,0.8612405822335002,4.7496004500708935,-3.7023542821456,40.348615507428,Madrid,HOME,SALE
61802,A14874881155069682970,201809,112000,1866.66666666667,HOME,SALE,60,3,1,1,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1968.0,1.0,1.0,1968,10,20,5.0,0,1,0,5.919313263178454,0.5807280011382147,4.069065284414036,-3.64771190549792,40.384907899248,Madrid,HOME,SALE
61452,A8702112230849737588,201812,168000,1887.6404494382,HOME,SALE,89,4,2,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1950.0,2.0,1.0,1950,3,7,6.0,0,0,1,3.985849568481331,0.1116407270272465,2.4689974745879657,-3.66528153582702,40.3960424942005,Madrid,HOME,SALE
84119,A7626755596440258590,201809,90000,2045.45454545455,HOME,SALE,44,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5.0,1.0,1955,6,37,6.0,0,0,1,3.573707353773312,0.2853016178901109,1.8156938940307,-3.71534576521272,40.3857165045322,Madrid,HOME,SALE
19582,A17956252519857130349,201809,151000,3020.0,HOME,SALE,50,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,2.0,2004,5,11,4.0,0,0,1,0.7488424839706065,0.1846571407697867,0.7709746351830656,-3.70170794436456,40.4100524885047,Madrid,HOME,SALE
26080,A10505999997967264403,201812,888000,4774.1935483871,HOME,SALE,186,5,3,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,1.0,1.0,1994,10,20,4.0,0,0,1,3.112040115954484,0.2817519219837235,0.978678287079204,-3.70303339699074,40.4445399991086,Madrid,HOME,SALE
20200,A18273468456865882112,201812,228000,6514.28571428572,HOME,SALE,35,1,1,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,4.0,,1905,6,20,3.0,0,0,1,0.6013643222259493,0.1572038266856832,0.3686226782129677,-3.69803037248159,40.4134351257824,Madrid,HOME,SALE
12355,A17599440660587334815,201803,233000,3426.47058823529,HOME,SALE,68,2,1,1,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1972.0,1.0,2.0,1972,3,37,5.0,0,0,1,5.109987701234581,0.2557384071606325,0.5572980778813558,-3.6960452913626898,40.4621137789106,Madrid,HOME,SALE
5801,A3038932905484539523,201803,87000,1074.07407407407,HOME,SALE,81,3,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1968,4,11,6.0,0,0,1,4.054290454946806,0.352444109214423,4.508422749428443,-3.74728250817803,40.4014335439137,Madrid,HOME,SALE
61546,A496741648755591149,201803,141000,3133.33333333333,HOME,SALE,45,1,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2001.0,1.0,1.0,2001,3,7,4.0,0,0,1,3.780798562473901,0.3550361111409784,2.13449307530019,-3.66934835347561,40.3950100065307,Madrid,HOME,SALE
25667,A13348355756403240565,201812,816000,5589.04109589041,HOME,SALE,146,2,2,0,1,1,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1924.0,4.0,1.0,1924,9,55,4.0,0,1,0,1.659970838798774,0.3707847409882627,1.853887022252456,-3.71160878181851,40.430262304228,Madrid,HOME,SALE
83986,A5746124599684237270,201806,188000,1790.47619047619,HOME,SALE,105,4,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,8.0,1.0,1988,10,41,6.0,0,0,1,5.394187463568102,0.3820741139062391,2.528275375411167,-3.69811835444136,40.3683261105385,Madrid,HOME,SALE
25609,A4629424839043101912,201809,356000,6245.61403508772,HOME,SALE,57,2,1,0,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1929.0,3.0,2.0,1929,7,25,6.0,0,0,1,1.9186284344119149,0.0892286196903282,1.3023999173066778,-3.70506727165982,40.4337978838204,Madrid,HOME,SALE
88010,A5524026059598822137,201809,1208000,4136.98630136986,HOME,SALE,292,5,5,0,1,1,3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1967.0,,1.0,1967,16,59,4.0,0,0,1,7.350441466675535,0.3518714045083849,1.0718163871544903,-3.67266343009259,40.4782251175345,Madrid,HOME,SALE
2730,A17005244676058598144,201803,1171000,3969.49152542373,HOME,SALE,295,5,3,1,1,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,,2.0,1.0,1910,7,23,4.0,0,0,1,2.682887227761058,0.2128761483994491,1.2941445345815872,-3.67478599000413,40.4262488520639,Madrid,HOME,SALE
34450,A15639146079552316460,201812,380000,4634.14634146341,HOME,SALE,82,4,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1900,6,25,4.0,0,1,0,0.592530167971093,0.234717851514611,0.7684517937270163,-3.70218169975236,40.4114099791783,Madrid,HOME,SALE
13001,A680695440014132880,201803,1971000,7522.90076335878,HOME,SALE,262,5,4,0,1,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1980.0,4.0,1.0,1980,7,43,2.0,0,0,1,2.2576766265114108,0.2693242174177085,0.251273867957851,-3.69193126541664,40.4347511276263,Madrid,HOME,SALE
59096,A1682637605055714698,201809,200000,1923.07692307692,HOME,SALE,104,3,2,1,1,0,3,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,,1.0,2018,3,3,3.0,1,0,0,11.918565790367554,2.4616482351327,10.810427816337365,-3.56474882339429,40.4006403145911,Madrid,HOME,SALE
67691,A15362669106641263059,201812,441000,3801.72413793103,HOME,SALE,116,5,2,0,1,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1940.0,1.0,1.0,1940,7,44,4.0,0,0,1,2.7956495116506783,0.3312840875720502,0.4975383773558359,-3.69753976766953,40.4412489564932,Madrid,HOME,SALE
25209,A5160697311118599507,201809,302000,3595.2380952381,HOME,SALE,84,2,2,1,1,1,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2009.0,3.0,1.0,2009,5,17,4.0,0,0,1,5.061470705854152,0.1664745005867278,0.8104358560380991,-3.69906272538845,40.4619153896679,Madrid,HOME,SALE
88305,A14527656687040890533,201803,827000,4470.27027027027,HOME,SALE,185,4,3,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,3.0,1.0,2013,5,26,3.0,0,0,1,10.529358615086595,2.2847159886988204,3.875585841851697,-3.64485099326313,40.4998699812072,Madrid,HOME,SALE
37980,A935494801191792810,201809,496000,4428.57142857143,HOME,SALE,112,3,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1970.0,5.0,1.0,1970,7,32,5.0,0,0,1,1.838233769335188,0.2106369935054873,0.1208719406649723,-3.6953486408725,40.4013791455393,Madrid,HOME,SALE
88597,A15986485591495529404,201803,208000,2311.11111111111,HOME,SALE,90,3,2,1,1,0,3,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,,1.0,1993,8,64,4.0,1,0,0,8.929806209073348,1.3350838584487532,5.977499476764933,-3.67785845973572,40.3388425775099,Madrid,HOME,SALE
80767,A233564502505206821,201812,161000,4600.0,HOME,SALE,35,1,1,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1960.0,,1.0,1960,5,11,6.0,0,0,1,4.870330893857628,0.2815317453178137,3.267656860976031,-3.65003880794889,40.4320753491027,Madrid,HOME,SALE
80140,A16870069375125504074,201803,319000,3067.30769230769,HOME,SALE,104,3,2,0,1,1,3,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1968.0,,1.0,1968,11,35,5.0,0,1,0,6.01007771261395,0.496672291664909,2.908251437674947,-3.72313620564723,40.468533019058,Madrid,HOME,SALE
77576,A8540256617369787533,201812,88000,1375.0,HOME,SALE,64,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0,1956,4,9,6.0,0,1,0,4.288322813673333,0.2662347949759746,2.635862063696728,-3.66361552778593,40.393178168294,Madrid,HOME,SALE
62131,A3902908055308921509,201809,214000,2377.77777777778,HOME,SALE,90,3,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1974.0,2.0,1.0,1974,5,21,6.0,0,1,0,5.664377364717555,0.2644848879548738,4.522526970884128,-3.63870097414996,40.4050573122457,Madrid,HOME,SALE
82729,A15688283991790371065,201812,111000,1734.375,HOME,SALE,64,2,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1930.0,3.0,1.0,1930,4,5,6.0,0,1,0,3.5315426487689154,0.3427201547624182,1.0216645930562214,-3.70410910521088,40.3848665433454,Madrid,HOME,SALE
70217,A16425032007785653889,201812,396000,2588.23529411765,HOME,SALE,153,3,2,0,1,0,3,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,,1.0,1.0,2004,7,229,4.0,0,0,1,10.078222097251691,0.558840588273365,2.645112403516113,-3.66959752312322,40.5033057880166,Madrid,HOME,SALE
57959,A6464290341834948115,201809,222000,3171.42857142857,HOME,SALE,70,2,1,1,1,1,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,,5.0,1.0,1971,5,16,6.0,0,0,1,3.2837546404751765,0.2642528712066911,2.3769574897119403,-3.72308394746272,40.3910107602611,Madrid,HOME,SALE
32468,A14470825985125804312,201806,237000,3950.0,HOME,SALE,60,0,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1976.0,1.0,1.0,1976,1,1,4.0,0,0,1,0.7224695726520068,0.1309629761306909,0.4406565581688648,-3.69824774132232,40.4116590302597,Madrid,HOME,SALE
18041,A15775420727284070474,201803,254000,2953.48837209302,HOME,SALE,86,3,1,0,1,1,3,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,,2.0,1.0,1970,5,83,4.0,0,0,1,6.405080836172417,0.5186337802460153,4.529368431672833,-3.63628400763473,40.4424762207186,Madrid,HOME,SALE
85186,A10213350332762871576,201812,288000,2461.53846153846,HOME,SALE,117,3,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,1.0,1972,5,15,6.0,0,0,1,6.864885543921112,0.063189903009164,3.67111021920498,-3.64616747529257,40.4599439160321,Madrid,HOME,SALE
41847,A3244049652181677539,201806,359000,4786.66666666667,HOME,SALE,75,3,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,2.0,1941,9,45,5.0,0,0,1,2.6258738173939933,0.1286002348426837,0.8272823444765701,-3.67918304102497,40.4309258187493,Madrid,HOME,SALE
42138,A1910876312296723654,201806,201000,3350.0,HOME,SALE,60,1,1,0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,,2.0,2.0,1976,5,16,6.0,0,0,1,3.657433104351992,0.3209728251581943,1.329593703735471,-3.67539668075291,40.4413354027359,Madrid,HOME,SALE
25977,A3105097658478564135,201812,1781000,7845.81497797357,HOME,SALE,227,4,5,0,1,1,3,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,,3.0,1.0,2009,7,15,3.0,0,0,1,2.258879618204489,0.3689743950536822,0.3458058707320095,-3.69352875528013,40.4353181322492,Madrid,HOME,SALE
86364,A8719858257597322671,201812,281000,2508.92857142857,HOME,SALE,112,3,2,0,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2002.0,4.0,1.0,2002,5,104,5.0,0,0,1,6.682163304252654,0.8584377748455974,3.7298843626170735,-3.68360284026355,40.3585658440389,Madrid,HOME,SALE
18064,A4764710898247587393,201803,579000,6433.33333333333,HOME,SALE,90,2,2,1,1,1,3,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,,6.0,1.0,2004,7,37,3.0,0,0,1,9.752560563370254,0.4828921238594322,7.65220734485726,-3.59967910980148,40.4539512010683,Madrid,HOME,SALE
14124,A2262590301227074030,201803,132000,2163.93442622951,HOME,SALE,61,1,1,0,1,1,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,,3.0,1.0,2007,5,13,4.0,0,0,1,3.7369991011301305,0.0855942777283463,4.332781928195369,-3.74487600748559,40.4044130496202,Madrid,HOME,SALE
10762,A168608140108626676,201803,615000,4100.0,HOME,SALE,150,5,2,1,1,1,3,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1946.0,0.0,2.0,1946,5,9,2.0,0,1,0,1.6743020568587124,0.2179673425444622,0.401945341989304,-3.68624013903598,40.4234967375505,Madrid,HOME,SALE
